,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
5102,Maruti Wagon R VXI,2019,31817,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,109656900.0
5105,Mahindra XUV500 W10 2WD,2015,52000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,236152500.0
5109,Hyundai Grand i10 CRDi Magna,2015,63776,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,81318600.0
5121,Hyundai i20 Magna,2010,58000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5.0,51337500.0
5122,Toyota Fortuner 4x2 Manual,2015,99000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,420967500.0
5130,Maruti Alto LXi,2008,42000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,22383150.0
5131,Hyundai Verna 1.6 SX,2011,67000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,78033000.0
5138,Hyundai i20 Sportz 1.4 CRDi,2015,118211,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,121156500.0
5144,Hyundai i10 Sportz,2015,20000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,77006250.0
5150,Mahindra XUV500 W6 2WD,2014,62000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,148878750.0
5151,Volkswagen Polo Diesel Comfortline 1.2L,2012,107023,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,80086500.0
5156,Hyundai i20 1.2 Spotz,2016,32450,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,118076250.0
5157,Renault KWID RXT,2016,12500,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,56471250.0
5159,Ford Ecosport 1.5 DV5 MT Titanium,2014,45800,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,154012500.0
5160,Hyundai i20 Asta 1.2,2015,35441,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,141075450.0
5163,Maruti Swift VDI BSIV,2014,89000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,120129750.0
5164,Maruti A-Star Vxi,2010,68375,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,51337500.0
5168,Maruti Wagon R LXI,2007,71000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,30802500.0
5169,Volkswagen Polo Diesel Trendline 1.2L,2012,72003,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,80086500.0
5170,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,135670,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,134504250.0
5171,Honda City i DTEC VX,2017,65850,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,193850400.0
5173,Mahindra XUV500 W8 2WD,2014,58000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,154012500.0
5176,Hyundai EON D Lite Plus,2016,29832,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,67560150.0
5177,Maruti Swift Dzire VDI,2016,71156,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,133477500.0
5179,Audi A4 2.0 TDI,2011,54000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,369630000.0
5180,Skoda Superb Elegance 1.8 TSI AT,2009,75000,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,101648250.0
5189,Audi A4 2.0 TDI Multitronic,2012,88000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,333693750.0
5193,Hyundai Grand i10 CRDi Magna,2014,79000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,85220250.0
5194,Volkswagen Polo 1.5 TDI Highline,2014,46000,Diesel,Manual,Second,20.14 kmpl,1498 CC,88.8 bhp,5.0,121156500.0
5196,Hyundai i20 Asta 1.2,2015,41000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,97541250.0
5198,Maruti Ertiga VDI,2014,71899,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,148878750.0
5199,Maruti Celerio VXI AT,2016,7100,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,89327250.0
5203,Volkswagen Polo Diesel Highline 1.2L,2017,26969,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,141691500.0
5204,Ford Figo Diesel ZXI,2011,56500,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,59551500.0
5210,Ford Figo Diesel Titanium,2012,82000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,60578250.0
5212,Volkswagen Vento 1.5 TDI Highline,2016,34000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,173520750.0
5214,Mahindra XUV500 W8 2WD,2012,48000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,133477500.0
5219,Volkswagen Polo 1.2 MPI Highline,2014,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,84398850.0
5221,Maruti Ertiga ZDI,2013,75000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,134504250.0
5222,Honda City i VTEC V,2015,23000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,143745000.0
5223,Honda City 1.5 S MT,2014,57000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,112531800.00000001
5225,Honda Amaze VX i-DTEC,2016,138000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,105755250.0
5226,Mahindra XUV500 W8 2WD,2013,140000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7.0,184815000.0
5229,BMW 3 Series 320d,2012,73000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,256687500.0
5236,Hyundai Verna 1.6 SX CRDi (O),2012,45000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,128343750.0
5242,Audi Q7 3.0 TDI Quattro Premium Plus,2014,45000,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,778276500.0
5243,Hyundai i10 Magna 1.2,2010,62000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,49284000.0
5248,Maruti Swift VDI,2013,60000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,85220250.0
5252,Toyota Innova 2.5 G4 Diesel 8-seater,2017,33901,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,293445150.0
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,85000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,182761500.0
5259,Renault KWID RXT,2016,8554,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,65712000.0
5261,Maruti Alto K10 VXI,2015,37929,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,75774150.0
5264,Audi A4 2.0 TDI,2014,55730,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,312337350.0
5265,Maruti Swift VDI,2015,62000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,129370500.0
5274,Volkswagen Vento Petrol Highline,2011,55893,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,68792250.0
5275,Maruti Celerio VXI,2015,60586,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,84398850.0
5277,Maruti Alto 800 LXI,2017,30000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,63658500.0
5283,Volkswagen Polo 1.2 MPI Highline,2014,13710,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,97541250.0
5284,Toyota Fortuner 4x2 AT,2015,100000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,390165000.0
5285,Maruti Celerio VXI,2017,17000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,100621500.0
5290,Volkswagen Polo 1.5 TDI Highline,2016,29647,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5.0,129370500.0
5292,Hyundai i10 Magna,2012,37333,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,66122700.00000001
5293,Hyundai i20 1.2 Spotz,2018,48407,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,157092750.0
5295,Hyundai i10 Sportz 1.2,2010,72400,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,47230500.0
5300,Volkswagen Polo Diesel Comfortline 1.2L,2012,60000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,82140000.0
5301,BMW X1 sDrive20d,2011,72000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,225885000.0
5302,Audi Q7 3.0 TDI Quattro Premium Plus,2016,31075,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,1022437650.0
5304,BMW 3 Series Luxury Line,2017,21000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,718725000.0
5310,Volkswagen Polo 1.5 TDI Highline,2017,25000,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5.0,141691500.0
5317,Hyundai EON Era Plus,2015,43993,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,70845750.0
5320,Volkswagen Polo 1.2 MPI Highline,2016,7523,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,126290250.0
5322,Hyundai Grand i10 CRDi Sportz,2016,30000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,112942500.0
5325,Maruti Swift VDI,2016,65210,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,112531800.00000001
5327,Maruti Swift Dzire VXi,2012,50000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,61605000.0
5328,BMW 3 Series 320d Luxury Line,2015,47000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,605782500.0
5329,Honda City ZX GXi,2007,75000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5.0,30597150.0
5333,Maruti Ertiga VDI,2012,63001,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,7.0,125468850.0
5334,Toyota Innova 2.5 V Diesel 8-seater,2015,64771,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,318292500.0
5335,Honda City i VTEC SV,2016,34634,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,141691500.0
5336,Maruti Swift Dzire VXI,2012,69242,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,96309150.00000001
5345,Hyundai Creta 1.6 CRDi SX,2017,50129,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,273115500.0
5347,Maruti Alto 800 2016-2019 LXI,2018,11000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,68792250.0
5349,Hyundai i10 Magna,2013,63265,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,60578250.0
5351,Volkswagen Polo Petrol Highline 1.2L,2010,79000,Petrol,Manual,Third,16.47 kmpl,1198 CC,73.9 bhp,5.0,50105400.0
5353,Volkswagen Polo GT TSI,2015,26323,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,151959000.0
5356,Honda City ZX GXi,2008,69000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5.0,55444500.0
5358,Honda City i VTEC V,2016,29512,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,162226500.0
5360,Renault Duster 110PS Diesel RxL,2014,58003,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,118076250.0
5362,Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,29063,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,528776250.0
5363,Mahindra XUV500 W8 2WD,2018,46811,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,340675650.0
5365,BMW 3 Series 320d,2009,52100,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,5.0,154012500.0
5367,Honda City 1.5 S MT,2009,31423,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,40864650.0
5368,Maruti Swift VDI,2014,75180,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,107808750.0
5372,BMW 5 Series 2013-2017 520d Luxury Line,2014,32000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,626317500.0
5373,Maruti Swift Dzire LDI,2017,44504,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,114996000.0
5379,Hyundai i20 Asta Option 1.2,2015,45000,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5.0,112942500.0
5380,Hyundai i20 1.2 Sportz,2010,85155,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,72899250.0
5390,Honda Amaze S i-Dtech,2014,76414,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,101648250.0
5391,Mahindra XUV500 W8 2WD,2012,82103,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,127317000.0
5396,Maruti Ertiga VDI,2018,51236,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,174342150.0
5400,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,69000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,111915750.0
5403,Honda Amaze S i-Dtech,2013,46992,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,77006250.0
5405,Audi Q7 3.0 TDI Quattro Premium Plus,2014,58000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,657120000.0
5406,Hyundai Grand i10 CRDi Magna,2015,50000,Diesel,Manual,Second,24.0 kmpl,1120 CC,70 bhp,5.0,82140000.0
5407,Nissan Micra Diesel XV,2011,39010,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,53391000.0
5408,Hyundai Grand i10 Sportz,2016,26946,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,91380750.0
5412,Mahindra Ssangyong Rexton RX7,2016,39000,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7.0,284409750.0
5417,Renault Duster 110PS Diesel RxZ,2013,57000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,102469650.0
5418,Hyundai Verna 1.6 SX,2013,85350,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,117049500.0
5422,Maruti Swift VDI BSIV,2014,108000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,112942500.0
5425,Hyundai Grand i10 CRDi Sportz,2015,58397,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,100621500.0
5428,Mahindra XUV500 W10 2WD,2018,29907,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,335952600.0
5429,Audi A4 2.0 TDI,2009,46000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,204323250.0
5430,Volkswagen Vento Diesel Highline,2012,65000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,112942500.0
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,22000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,169413750.0
5433,Hyundai i10 Era,2016,34952,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,82345350.0
5435,Honda City i DTEC VX,2014,71000,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5.0,127317000.0
5439,Ford Figo Diesel ZXI,2012,110438,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,71872500.0
5446,Renault Duster 110PS Diesel RxZ,2012,149000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,148878750.0
5449,Hyundai i20 1.2 Magna,2013,56127,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,105755250.0
5452,Honda City 1.5 S MT,2009,42000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,47230500.0
5453,Hyundai Accent GLE,2001,130000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,15401250.0
5455,Ford Figo Petrol ZXI,2010,114703,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,36963000.0
5456,Honda Amaze S i-Dtech,2014,97439,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,90559350.0
5458,Maruti Swift VDI BSIV,2014,81609,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,113969250.0
5465,Maruti Wagon R VXI,2017,35362,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,79059750.0
5466,Toyota Fortuner 4x2 Manual,2014,117000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,318292500.0
5469,Hyundai i20 Magna,2009,69000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5.0,49284000.0
5470,BMW 3 Series 320d,2010,58000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,236152500.0
5471,Mahindra XUV500 W6 2WD,2014,88511,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,169413750.0
5475,Ford Figo Diesel EXI,2011,76000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,49284000.0
5478,Honda City i DTEC SV,2015,64465,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,127727700.0
5480,Hyundai Grand i10 Asta Option,2015,26000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,87273750.0
5487,Maruti Celerio VXI,2014,48000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,66738750.0
5488,Audi A4 2.0 TDI,2009,46000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,174547500.0
5491,Volkswagen Polo 1.2 MPI Highline,2016,29754,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,108835500.0
5493,Hyundai i10 Sportz,2012,57184,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,63453150.0
5495,Hyundai Creta 1.6 CRDi AT SX Plus,2015,26000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,259767750.0
5497,Maruti Ritz VDi,2011,127887,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,60578250.0
5499,Hyundai i10 Era,2011,60634,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,67765500.0
5503,Maruti Swift Dzire VDI,2012,80753,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,5.0,92407500.0
5504,Toyota Fortuner 4x2 Manual,2015,40000,Diesel,Manual,Second,13.0 kmpl,2982 CC,168.5 bhp,7.0,385031250.0
5505,Maruti Swift VDI,2014,103000,Diesel,Manual,Second,28.4 kmpl,1248 CC,74 bhp,5.0,107808750.0
5508,Hyundai Grand i10 Asta,2014,41000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,64479900.0
5511,Ford Figo Diesel Titanium,2014,74624,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,116022750.0
5513,Maruti Alto K10 VXI,2016,35000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,61605000.0
5514,Volkswagen Vento 1.5 TDI Highline,2015,52123,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,154012500.0
5517,Honda City 1.5 V MT,2009,122000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,71872500.0
5520,Maruti Swift Dzire VDi,2012,72000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,87273750.0
5522,Maruti Ertiga VDI,2013,43486,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,135531000.0
5526,Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,30000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,179681250.0
5528,Hyundai i10 Magna 1.2,2012,62000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,51337500.0
5531,Toyota Innova 2.5 V Diesel 8-seater,2011,144471,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,160173000.0
5532,Hyundai i20 1.2 Magna,2011,63991,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,74131350.0
5538,Toyota Fortuner 3.0 Diesel,2013,100000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7.0,364496250.0
5540,Hyundai Creta 1.6 CRDi SX,2016,37023,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,274963650.0
5543,Maruti Swift Dzire VDI,2015,68310,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,122183250.0
5544,Hyundai Creta 1.6 CRDi SX Option,2015,47250,Diesel,Manual,Second,19.67 kmpl,1582 CC,126.2 bhp,5.0,225885000.0
5546,Honda Amaze VX i-DTEC,2017,128000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,129370500.0
5547,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,17702,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,245187900.0
5550,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,38271,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,257303550.0
5551,Ford Figo Diesel Titanium,2012,32510,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,77006250.0
5556,Hyundai Grand i10 Sportz,2013,28000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,66738750.0
5558,BMW 5 Series 520d Luxury Line,2016,75637,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,623647950.0
5559,Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,32854,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,258741000.0
5564,BMW 3 Series 320d Luxury Line,2016,62404,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,438011549.99999994
5568,BMW 3 Series Luxury Line,2017,34232,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,735974400.0000001
5571,Hyundai i20 Asta 1.2,2014,31045,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5.0,116022750.0
5575,Hyundai i20 Asta 1.4 CRDi,2015,46162,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,143334300.0
5576,Hyundai Verna 1.6 SX VTVT,2014,9200,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,118076250.0
5577,Volkswagen Polo Diesel Trendline 1.2L,2012,55339,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,54417750.0
5578,Volkswagen Polo Diesel Trendline 1.2L,2011,55476,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,51132150.00000001
5584,Maruti Celerio VXI AT,2014,24300,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,93434250.0
5588,Ford Figo Petrol ZXI,2013,38000,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,72899250.0
5589,Hyundai Elantra CRDi SX,2018,35000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.2 bhp,5.0,308025000.0
5593,Hyundai i10 Sportz,2012,70000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,64685250.0
5595,BMW 5 Series 2013-2017 520d Luxury Line,2013,40714,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5.0,508241250.0
5602,Toyota Innova 2.5 G (Diesel) 8 Seater,2016,81424,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,297552150.0
5605,Maruti Swift Dzire LDI,2015,40000,Diesel,Manual,Second,26.59 kmpl,1248 CC,74 bhp,5.0,92407500.0
5609,Honda City i VTEC V,2018,5000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,207608850.0
5610,Hyundai Verna 1.6 SX VTVT,2019,6028,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,236973899.99999997
5612,Maruti Swift Dzire Tour LDI,2013,160000,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,5.0,51337500.0
5617,Volkswagen Polo 1.5 TDI Highline,2018,39861,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,151548300.0
5623,Hyundai Creta 1.6 SX Plus Petrol Automatic,2016,22982,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,224858250.0
5624,Hyundai i10 Sportz,2013,54500,Petrol,Manual,Third,20.36 kmpl,1197 CC,78.9 bhp,5.0,60578250.0
5627,Maruti Swift Dzire VDI,2015,59572,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,140664750.0
5630,Honda City 1.5 V MT,2010,60000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,55444500.0
5633,Skoda Superb Elegance 1.8 TSI AT,2011,78000,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,92407500.0
5638,Honda Amaze S i-Vtech,2016,39854,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,115817400.0
5639,Volkswagen Polo Petrol Comfortline 1.2L,2013,24000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,60578250.0
5640,Maruti Swift VDI,2016,55000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,116022750.0
5644,Volkswagen Polo 1.5 TDI Highline,2014,52951,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5.0,116022750.0
5645,Hyundai Verna 1.6 SX VTVT (O),2013,49000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,92407500.0
5653,Hyundai Creta 1.6 CRDi SX,2016,29000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,258741000.0
5655,Maruti Wagon R LXI CNG,2015,22001,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5.0,74952750.0
5662,Hyundai Verna 1.6 SX VTVT,2016,35000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,151959000.0
5663,Renault KWID RXT,2016,41000,Petrol,Manual,Second,25.17 kmpl,799 CC,53.3 bhp,5.0,66738750.0
5664,Maruti Wagon R LXI,2008,60123,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,40043250.0
5665,Hyundai Grand i10 Sportz,2015,53000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,82140000.0
5667,Honda Amaze S i-Vtech,2015,53497,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,111915750.0
